,subject,image,image_set,image_num,judgment,attention,caption,all
120,9,COCO_train2014_000000039312.mp4,train,39312,0,"My attention was very good, capturing the important elements in the image.","I captioned it well, using the image.","My attention was very good, capturing the important elements in the image.I captioned it well, using the image."
121,9,COCO_train2014_000000064460.mp4,train,64460,1,My attention was not spread enough to capture every important element in the image.,I should have mentioned the other man and the items on the kitchen table.,My attention was not spread enough to capture every important element in the image.I should have mentioned the other man and the items on the kitchen table.
122,9,COCO_train2014_000000088117.mp4,train,88117,0,I accounted for every important detail.,I included all important details.,I accounted for every important detail.I included all important details.
123,9,COCO_train2014_000000135316.mp4,train,135316,1,I focused too much on the background.,"I repeated ""sky"" twice because I over-focused on it.","I focused too much on the background.I repeated ""sky"" twice because I over-focused on it."
124,9,COCO_train2014_000000178152.mp4,train,178152,0,I captured the main subjects and the background.,I captured the food placed on a wooden table.,I captured the main subjects and the background.I captured the food placed on a wooden table.
125,9,COCO_train2014_000000206121.mp4,train,206121,0,I well explained the subject and the background.,"I accurately mentioned the human, what they were holding, and the background.","I well explained the subject and the background.I accurately mentioned the human, what they were holding, and the background."
126,9,COCO_train2014_000000221717.mp4,train,221717,1,I was confused and distracted by the different items and elements in the image.,I was confused and mentioned that the woman was sitting.,I was confused and distracted by the different items and elements in the image.I was confused and mentioned that the woman was sitting.
127,9,COCO_train2014_000000234948.mp4,train,234948,1,I didn't pay enough attention to the background of the image.,"The items were in the trunk of a car, but I wrongly said the food items were on a table.","I didn't pay enough attention to the background of the image.The items were in the trunk of a car, but I wrongly said the food items were on a table."
128,9,COCO_train2014_000000239323.mp4,train,239323,1,"My attention was focused on the wrong thing, and I mixed up some details in the image.",I paid too much attention to the bowl that I didn't notice the position of the cat.,"My attention was focused on the wrong thing, and I mixed up some details in the image.I paid too much attention to the bowl that I didn't notice the position of the cat."
129,9,COCO_train2014_000000250293.mp4,train,250293,0,My attention was focused on both the subject and the background.,I adequately mentioned that the pizza was on a wooden table.,My attention was focused on both the subject and the background.I adequately mentioned that the pizza was on a wooden table.
130,9,COCO_train2014_000000320616.mp4,train,320616,1,I did not explain all elements in the image in my caption.,"I ignored the other ""4 way"" sign in the image.","I did not explain all elements in the image in my caption.I ignored the other ""4 way"" sign in the image."
131,9,COCO_train2014_000000340700.mp4,train,340700,0,I accounted for all elements in the image.,"I correctly noted the kite and the people on a sandy area, which is likely a beach.","I accounted for all elements in the image.I correctly noted the kite and the people on a sandy area, which is likely a beach."
132,9,COCO_train2014_000000531171.mp4,train,531171,1,I was confused and repeated some words.,"I mentioned ""bottles"" twice.","I was confused and repeated some words.I mentioned ""bottles"" twice."
133,9,COCO_val2014_000000051773.mp4,val,51773,0,I succinctly captured the background and the subject.,"I mentioned all elements, including the human, animal, and background of the image.","I succinctly captured the background and the subject.I mentioned all elements, including the human, animal, and background of the image."
134,9,COCO_val2014_000000164885.mp4,val,164885,0,I took note of the main subject and the background.,I captioned the image very well.,I took note of the main subject and the background.I captioned the image very well.
135,9,COCO_val2014_000000182227.mp4,val,182227,1,I did not focus on the subject in the image.,I was too focused on the water to notice the single horse in the image.,I did not focus on the subject in the image.I was too focused on the water to notice the single horse in the image.
136,9,COCO_val2014_000000352491.mp4,val,352491,0,I noted the important details in the image.,"I mentioned the train and where it was, which was appropriate.","I noted the important details in the image.I mentioned the train and where it was, which was appropriate."
137,9,COCO_val2014_000000378515.mp4,val,378515,1,My attention was poorly focused on only one item.,I didn't mention the other fruits and vegetables in the image.,My attention was poorly focused on only one item.I didn't mention the other fruits and vegetables in the image.
138,9,COCO_val2014_000000503292.mp4,val,503292,1,I ignored the main subject in the image.,I focused on the airplane on the tarmac instead of the one taking off.,I ignored the main subject in the image.I focused on the airplane on the tarmac instead of the one taking off.
139,9,COCO_val2014_000000503470.mp4,val,503470,1,My focus was on the man and the bed. I failed to notice the writings or the woman in the image.,"I failed to mention the woman in the picture, and I didn't note that the image is for a cover.","My focus was on the man and the bed. I failed to notice the writings or the woman in the image.I failed to mention the woman in the picture, and I didn't note that the image is for a cover."
140,10,COCO_test2014_000000152671.mp4,test,152671,0,I correctly paid attention to the action I was taking in the photo and the location where the action was taking place.,"I captioned the image as a man using a baseball bat in a batting cage, capturing both the focal subject and the background, which is crucial to understanding the image.","I correctly paid attention to the action I was taking in the photo and the location where the action was taking place.I captioned the image as a man using a baseball bat in a batting cage, capturing both the focal subject and the background, which is crucial to understanding the image."
141,10,COCO_test2014_000000225671.mp4,test,225671,1,"I understood the main focus of the image, but did not accurately describe what was happening in the foreground or what the main focus was engaged in in the photo, so there were several large attention gaps.","I correctly captioned the image as a microwave, but I did not correctly identify that the microwave was on a table or counter, or that it was heating up food as pictured. Additionally, I ignored the objects placed on top of the microwave.","I understood the main focus of the image, but did not accurately describe what was happening in the foreground or what the main focus was engaged in in the photo, so there were several large attention gaps.I correctly captioned the image as a microwave, but I did not correctly identify that the microwave was on a table or counter, or that it was heating up food as pictured. Additionally, I ignored the objects placed on top of the microwave."
142,10,COCO_test2014_000000239824.mp4,test,239824,1,"My attention was adequately spread over the whole image, including the human subject in the photo and the setting of the background.","I captioned the image as a woman holding a baseball bat in a field, when in reality she was holding a baseball glove and was in the pitcher's position. I also included details about the autograph on the photo.","My attention was adequately spread over the whole image, including the human subject in the photo and the setting of the background.I captioned the image as a woman holding a baseball bat in a field, when in reality she was holding a baseball glove and was in the pitcher's position. I also included details about the autograph on the photo."
143,10,COCO_test2014_000000340991.mp4,test,340991,1,"I was focused on the stovetop in the background rather than the objects in the foreground, and I did not understand what the stovetop was sitting on top of.","I captioned the image based on the background of the stovetop but missed the objects sitting on top of the stove, such as a pan and food items that were in the foreground.","I was focused on the stovetop in the background rather than the objects in the foreground, and I did not understand what the stovetop was sitting on top of.I captioned the image based on the background of the stovetop but missed the objects sitting on top of the stove, such as a pan and food items that were in the foreground."
144,10,COCO_test2014_000000359971.mp4,test,359971,0,I focused on both the foreground and background elements of the photo and correctly paid attention to what the image was trying to capture.,"I described both the water in the background and the thing the person was riding in the foreground, which is a surfboard, and correctly noted that a person was riding it.","I focused on both the foreground and background elements of the photo and correctly paid attention to what the image was trying to capture.I described both the water in the background and the thing the person was riding in the foreground, which is a surfboard, and correctly noted that a person was riding it."
145,10,COCO_test2014_000000525366.mp4,test,525366,0,"My focus was spread throughout the image, and I was able to describe all the important elements of the photo, including the foreground and the background, as well as the interaction between the two.",I correctly identified that the plane was sitting on a runway and included all pertinent information in my description of the image.,"My focus was spread throughout the image, and I was able to describe all the important elements of the photo, including the foreground and the background, as well as the interaction between the two.I correctly identified that the plane was sitting on a runway and included all pertinent information in my description of the image."
146,10,COCO_test2014_000000550802.mp4,test,550802,0,"I focused on all elements of the photo, including the foreground and the background, and how the two interact with each other.","I accurately described the buses on the street, and while I said ""blue and blue"" instead of ""blue and white,"" it is not crucial to understanding the focal point of the image.","I focused on all elements of the photo, including the foreground and the background, and how the two interact with each other.I accurately described the buses on the street, and while I said ""blue and blue"" instead of ""blue and white,"" it is not crucial to understanding the focal point of the image."
147,10,COCO_train2014_000000049175.mp4,train,49175,0,"I paid attention to all parts of the photo and was able to deduce how all the parts of the image worked together, even when the action taking place was confusing.","I correctly identified that a person was in the water on a surfboard. I did not describe the item in the top right corner of the image precisely, but it was difficult to understand what the item was and how it fit into the image as a whole.","I paid attention to all parts of the photo and was able to deduce how all the parts of the image worked together, even when the action taking place was confusing.I correctly identified that a person was in the water on a surfboard. I did not describe the item in the top right corner of the image precisely, but it was difficult to understand what the item was and how it fit into the image as a whole."
148,10,COCO_train2014_000000067355.mp4,train,67355,1,"My attention was correctly placed on both the foreground and background elements, and I identified the most important element of the photo as the animals.","I misidentified the animals as being sheep when they were actually horses, and referred to them as a herd instead of a couple. However, I correctly identified that they were grazing in a grassy field.","My attention was correctly placed on both the foreground and background elements, and I identified the most important element of the photo as the animals.I misidentified the animals as being sheep when they were actually horses, and referred to them as a herd instead of a couple. However, I correctly identified that they were grazing in a grassy field."
149,10,COCO_train2014_000000127937.mp4,train,127937,1,"I correctly identified the focal point of the image, but I may have misinterpreted the action in the background and did not focus enough on the background elements.","I correctly identified the dog as the important part of the image, but I described a bed that wasn't clearly visible in the photo, and I ignored the dog toys that were next to the dog.","I correctly identified the focal point of the image, but I may have misinterpreted the action in the background and did not focus enough on the background elements.I correctly identified the dog as the important part of the image, but I described a bed that wasn't clearly visible in the photo, and I ignored the dog toys that were next to the dog."
150,10,COCO_train2014_000000192671.mp4,train,192671,0,"I focused on the image as a whole, including the color filter, and got to the heart of what the photo was capturing and focusing on.","I captioned the photo as a train in a black and white photograph, which is the clear subject matter intended by the photographer. The numerous elements in the foreground are not necessary to understand the context of the photo.","I focused on the image as a whole, including the color filter, and got to the heart of what the photo was capturing and focusing on.I captioned the photo as a train in a black and white photograph, which is the clear subject matter intended by the photographer. The numerous elements in the foreground are not necessary to understand the context of the photo."
151,10,COCO_train2014_000000232762.mp4,train,232762,1,"My attention was focused on the foreground rather than the background, and I did not correctly identify what was happening in the background of the photo.","I paid attention to the man riding the motorcycle down the road in the front of the picture, but I ignored the fact that he was riding in front of a gas station, which took up the majority of the background.","My attention was focused on the foreground rather than the background, and I did not correctly identify what was happening in the background of the photo.I paid attention to the man riding the motorcycle down the road in the front of the picture, but I ignored the fact that he was riding in front of a gas station, which took up the majority of the background."
152,10,COCO_train2014_000000238623.mp4,train,238623,1,"My focus was distributed over the image as a whole, but it was disorganized and led to several items being misidentified.","The image was correctly labeled as a bathroom with a sink, but I described a toilet that wasn't in the image and ignored the bathtub, which was prominently featured in the center background of the photo.","My focus was distributed over the image as a whole, but it was disorganized and led to several items being misidentified.The image was correctly labeled as a bathroom with a sink, but I described a toilet that wasn't in the image and ignored the bathtub, which was prominently featured in the center background of the photo."
153,10,COCO_train2014_000000309695.mp4,train,309695,1,"I correctly paid attention to the focal point of the picture and the items involved, but I didn't focus enough on the object held by the child, which caused me to leave out a crucial detail about the action.","The image included the focal point of a child holding a pair of scissors, but I did not focus on the scissors being used on a cut piece of paper, and I ignored the action aspect of the photo.","I correctly paid attention to the focal point of the picture and the items involved, but I didn't focus enough on the object held by the child, which caused me to leave out a crucial detail about the action.The image included the focal point of a child holding a pair of scissors, but I did not focus on the scissors being used on a cut piece of paper, and I ignored the action aspect of the photo."
154,10,COCO_train2014_000000344292.mp4,train,344292,1,"I correctly focused on the background elements of the photo but paid no attention to the foreground, leading to a caption that included elements not present in the photo.","I correctly identified that the photo took place in a kitchen, but I discussed people who were not present in the image at all, as the kitchen was empty aside from the major appliances pictured.","I correctly focused on the background elements of the photo but paid no attention to the foreground, leading to a caption that included elements not present in the photo.I correctly identified that the photo took place in a kitchen, but I discussed people who were not present in the image at all, as the kitchen was empty aside from the major appliances pictured."
155,10,COCO_train2014_000000465819.mp4,train,465819,1,"I correctly described the focal point of the image, but I did not pay enough attention to the background or to certain elements that were immediately associated with the focal point.","I correctly identified the dog, but I was not able to recognize that the dog was sitting on a bike or motorcycle. I misinterpreted the back of the rearview mirror as the mirror itself, and I did not mention the goggles worn by the dog, which provide important context.","I correctly described the focal point of the image, but I did not pay enough attention to the background or to certain elements that were immediately associated with the focal point.I correctly identified the dog, but I was not able to recognize that the dog was sitting on a bike or motorcycle. I misinterpreted the back of the rearview mirror as the mirror itself, and I did not mention the goggles worn by the dog, which provide important context."
156,10,COCO_train2014_000000536164.mp4,train,536164,0,"I paid attention to all parts of the image, including the foreground, background, and how all the elements fit together.","I correctly identified that a bus was parked on a street on the side of the road, as my attention was focused on all parts of the image, so everything was correctly identified.","I paid attention to all parts of the image, including the foreground, background, and how all the elements fit together.I correctly identified that a bus was parked on a street on the side of the road, as my attention was focused on all parts of the image, so everything was correctly identified."
157,10,COCO_train2014_000000540567.mp4,train,540567,1,"I paid attention to all parts of the image, including the action happening in the foreground and the background in which the action was taking place.","I correctly identified the image as being located in a bathroom with a toilet prominently featured, but my attention was not focused enough on the animal, leading to its misidentification.","I paid attention to all parts of the image, including the action happening in the foreground and the background in which the action was taking place.I correctly identified the image as being located in a bathroom with a toilet prominently featured, but my attention was not focused enough on the animal, leading to its misidentification."
158,10,COCO_train2014_000000545263.mp4,train,545263,1,"I paid attention to the items resembling people near the center of the image, but did not pay enough attention to the background. As a result, I was not able to correctly identify the image as a whole.","I captioned the image as people standing around a teddy bear, but the people in the image were actually bear-like toys observing a fashion show, which makes it clear this is an elaborate toy scene. I didn’t pay enough attention to the background, which led to misinterpreting the whole image.","I paid attention to the items resembling people near the center of the image, but did not pay enough attention to the background. As a result, I was not able to correctly identify the image as a whole.I captioned the image as people standing around a teddy bear, but the people in the image were actually bear-like toys observing a fashion show, which makes it clear this is an elaborate toy scene. I didn’t pay enough attention to the background, which led to misinterpreting the whole image."
159,10,COCO_train2014_000000548652.mp4,train,548652,0,"I paid attention to the important aspects of the image, including the person interacting with the background and the important actions being taken by the subject.","I correctly identified a person walking down the street at night. I did not discuss the businesses in the image, but they were not pertinent to understanding the image as a whole or the actions being taken by the focal point of the photo.","I paid attention to the important aspects of the image, including the person interacting with the background and the important actions being taken by the subject.I correctly identified a person walking down the street at night. I did not discuss the businesses in the image, but they were not pertinent to understanding the image as a whole or the actions being taken by the focal point of the photo."
160,10,COCO_train2014_000000564451.mp4,train,564451,1,"I paid attention to the image as a whole, but I was not able to correctly identify objects within the scene that were in the foreground or the background.","I described both a sink and a stove in the image, but neither were prominently featured in the kitchen. I didn't pay enough attention to the main focus, which was the storage cabinet in the center of the photo.","I paid attention to the image as a whole, but I was not able to correctly identify objects within the scene that were in the foreground or the background.I described both a sink and a stove in the image, but neither were prominently featured in the kitchen. I didn't pay enough attention to the main focus, which was the storage cabinet in the center of the photo."
161,10,COCO_val2014_000000102356.mp4,val,102356,0,"I discussed all the important pieces of information regarding the subject of the photo, as the background was not overly pertinent to understanding it.","I included the important subjects in the image—the woman and the motorcycle. I left out details of the background, but since it appears to be a photo set, it doesn't seem essential to understanding the overall context of the image.","I discussed all the important pieces of information regarding the subject of the photo, as the background was not overly pertinent to understanding it.I included the important subjects in the image—the woman and the motorcycle. I left out details of the background, but since it appears to be a photo set, it doesn't seem essential to understanding the overall context of the image."
162,10,COCO_val2014_000000204329.mp4,val,204329,0,"I focused on all parts of the image, including the object being featured and the important related elements in the background.","I discussed both the prominent presence of the surfboard in the foreground, as well as its location on a beach near the ocean, describing all the important information.","I focused on all parts of the image, including the object being featured and the important related elements in the background.I discussed both the prominent presence of the surfboard in the foreground, as well as its location on a beach near the ocean, describing all the important information."
163,10,COCO_val2014_000000338802.mp4,val,338802,0,"My attention was focused on the whole picture, including both the foreground and the background. The white was spread over the image equally, but I also paid attention to the focal point of the picture.","I paid attention to the background of the wave as well as the foreground, which was the man on the surfboard. I took the picture as a whole and acknowledged the purpose of the photo.","My attention was focused on the whole picture, including both the foreground and the background. The white was spread over the image equally, but I also paid attention to the focal point of the picture.I paid attention to the background of the wave as well as the foreground, which was the man on the surfboard. I took the picture as a whole and acknowledged the purpose of the photo."
164,10,COCO_val2014_000000409708.mp4,val,409708,1,"I paid attention to several important parts of the picture, but I ignored important elements on the left side of the screen, which led to misinterpreting the image.","I correctly identified two women and a cake being featured. However, I stated that both women were standing, while in fact one was sitting. I also ignored the presence of the child, who was the main person in the image interacting with the cake on the table.","I paid attention to several important parts of the picture, but I ignored important elements on the left side of the screen, which led to misinterpreting the image.I correctly identified two women and a cake being featured. However, I stated that both women were standing, while in fact one was sitting. I also ignored the presence of the child, who was the main person in the image interacting with the cake on the table."
165,10,COCO_val2014_000000478055.mp4,val,478055,1,"I correctly identified the foreground of the image and the action being taken by the focal point, but I paid no attention to the top of the image, leaving out the larger foreground entirely.","I correctly identified the cows grazing in a field, but because I ignored the top of the image, I did not describe the field as being at the base of a large mountain range.","I correctly identified the foreground of the image and the action being taken by the focal point, but I paid no attention to the top of the image, leaving out the larger foreground entirely.I correctly identified the cows grazing in a field, but because I ignored the top of the image, I did not describe the field as being at the base of a large mountain range."
166,10,COCO_val2014_000000484723.mp4,val,484723,1,"I correctly paid attention to the background of the image, but I did not focus enough on the foreground, which led me to miss very important details of the photo—namely, the whole left side.","I correctly identified that a bus was driving down a street and noted its correct color. However, because my attention was not directed to the left side of the image, I completely missed the fact that there were two identical prominent buses in the image.","I correctly paid attention to the background of the image, but I did not focus enough on the foreground, which led me to miss very important details of the photo—namely, the whole left side.I correctly identified that a bus was driving down a street and noted its correct color. However, because my attention was not directed to the left side of the image, I completely missed the fact that there were two identical prominent buses in the image."
167,10,COCO_val2014_000000496360.mp4,val,496360,0,"I correctly focused on all parts of the photo, including the small details in the foreground and the vast background, and how the two elements interacted with one another.","I correctly identified the person on the skis in the foreground of the image, as well as the snow-covered slopes in the background, which led to my caption including all the important information.","I correctly focused on all parts of the photo, including the small details in the foreground and the vast background, and how the two elements interacted with one another.I correctly identified the person on the skis in the foreground of the image, as well as the snow-covered slopes in the background, which led to my caption including all the important information."
168,12,COCO_test2014_000000172259.mp4,test,172259,1,My attention was way too focused on one object. I should have more conscientiously taken in the entire scene.,"My caption was mainly bad because of its redundancy. A sandwich sits on ""a plate,"" not on ""a plate of food""—that felt awkward. Also, I should have mentioned the restaurant and some of the other food.","My attention was way too focused on one object. I should have more conscientiously taken in the entire scene.My caption was mainly bad because of its redundancy. A sandwich sits on ""a plate,"" not on ""a plate of food""—that felt awkward. Also, I should have mentioned the restaurant and some of the other food."
169,12,COCO_test2014_000000180595.mp4,test,180595,1,I was too focused on one thing. I should have tried to focus on other things in the picture.,"There was one man—or was it a woman? I'm not entirely sure. But there were three prominent people in the image, and the laptop mentioned didn’t seem to belong to any of them. So, the part of my caption where I mentioned the laptop's ownership felt awkward.","I was too focused on one thing. I should have tried to focus on other things in the picture.There was one man—or was it a woman? I'm not entirely sure. But there were three prominent people in the image, and the laptop mentioned didn’t seem to belong to any of them. So, the part of my caption where I mentioned the laptop's ownership felt awkward."
170,12,COCO_test2014_000000205364.mp4,test,205364,0,"My attention was focused on the main object. It may have been a good idea to take in other objects in the scene, but it wasn't really necessary to make a passable description.","My caption was serviceable, but it could have easily been improved by mentioning the secondary food. I gave too much attention to the pizza.","My attention was focused on the main object. It may have been a good idea to take in other objects in the scene, but it wasn't really necessary to make a passable description.My caption was serviceable, but it could have easily been improved by mentioning the secondary food. I gave too much attention to the pizza."
171,12,COCO_test2014_000000403416.mp4,test,403416,0,My attention seemed sufficiently spread around to take in the entire scene.,"It was a good description. The scene was simple, so a simple description sufficed. However, the train could just as easily have been moving slowly, not sitting still.","My attention seemed sufficiently spread around to take in the entire scene.It was a good description. The scene was simple, so a simple description sufficed. However, the train could just as easily have been moving slowly, not sitting still."
172,12,COCO_test2014_000000487587.mp4,test,487587,0,"My attention seemed to focus on one part of the scene, and I would have done better to take in a more precise and detailed understanding of what was being pictured.","My caption was passable, but somewhat inaccurate. The clock wasn't ""on top"" of the tower—it was part of the tower; it was too low to be described as being ""on top."" However, I could see how this observation might be considered pedantic.","My attention seemed to focus on one part of the scene, and I would have done better to take in a more precise and detailed understanding of what was being pictured.My caption was passable, but somewhat inaccurate. The clock wasn't ""on top"" of the tower—it was part of the tower; it was too low to be described as being ""on top."" However, I could see how this observation might be considered pedantic."
173,12,COCO_test2014_000000506864.mp4,test,506864,0,My attention was focused well enough on the entire scene to grasp what was being depicted.,"My caption was sufficient, if not a little more than that. The main object was described. There wasn't much else to say about the scene.","My attention was focused well enough on the entire scene to grasp what was being depicted.My caption was sufficient, if not a little more than that. The main object was described. There wasn't much else to say about the scene."
174,12,COCO_test2014_000000513672.mp4,test,513672,1,My attention was not focused enough on what was going on to accurately describe the scene.,My caption was poor because it mentioned skis that weren't actually in the image.,My attention was not focused enough on what was going on to accurately describe the scene.My caption was poor because it mentioned skis that weren't actually in the image.
175,12,COCO_train2014_000000012524.mp4,train,12524,1,"I was too focused on one object, a person. I should have spread my attention out more, at least to the other main object—also a person.","I was too focused on one person, which led me to misgender the other person. I neglected providing a more meaningful description of the background.","I was too focused on one object, a person. I should have spread my attention out more, at least to the other main object—also a person.I was too focused on one person, which led me to misgender the other person. I neglected providing a more meaningful description of the background."
176,12,COCO_train2014_000000026836.mp4,train,26836,1,My attention failed to cover the contextualization of one object in the scene.,"I captioned the image incorrectly. I mentioned only one bird, and my language was poor.","My attention failed to cover the contextualization of one object in the scene.I captioned the image incorrectly. I mentioned only one bird, and my language was poor."
177,12,COCO_train2014_000000035423.mp4,train,35423,0,My attention may have been too focused on two objects among many. I would have done better to take in more of the scene.,"My caption was adequate, but it could have been better by mentioning ""many things"" or ""other things"" or something similar. There were too many objects in the scene—and the monitor and keyboard weren't prominent enough—for them not to be mentioned, really.","My attention may have been too focused on two objects among many. I would have done better to take in more of the scene.My caption was adequate, but it could have been better by mentioning ""many things"" or ""other things"" or something similar. There were too many objects in the scene—and the monitor and keyboard weren't prominent enough—for them not to be mentioned, really."
178,12,COCO_train2014_000000123935.mp4,train,123935,1,My attention was too focused on the main object. I should have spread my attention around more to more accurately take in what was going on.,"I was so focused on the bus that I wrote an incorrect caption. I mentioned more than one person ""standing,"" but there was only one person, and she was definitely walking.","My attention was too focused on the main object. I should have spread my attention around more to more accurately take in what was going on.I was so focused on the bus that I wrote an incorrect caption. I mentioned more than one person ""standing,"" but there was only one person, and she was definitely walking."
179,12,COCO_train2014_000000196611.mp4,train,196611,1,My focus was too dominated by one object. I should have taken in more of the picture.,"I became so transfixed by one item that I mentioned it redundantly. Also, the chair was just as prominent as the desk and therefore should have been mentioned.","My focus was too dominated by one object. I should have taken in more of the picture.I became so transfixed by one item that I mentioned it redundantly. Also, the chair was just as prominent as the desk and therefore should have been mentioned."
180,12,COCO_train2014_000000243627.mp4,train,243627,1,My attention was somewhere else—not on this scene.,"My caption was terrible. I described something that wasn't even present in the scene—or at most, so minor as to be barely noticeable. The train was the main object, and I didn't mention it at all.","My attention was somewhere else—not on this scene.My caption was terrible. I described something that wasn't even present in the scene—or at most, so minor as to be barely noticeable. The train was the main object, and I didn't mention it at all."
181,12,COCO_train2014_000000284118.mp4,train,284118,0,My attention covered what was going on in the scene well. Nothing was really overlooked.,It was a good caption. I did a good job of describing what was going on in the scene.,My attention covered what was going on in the scene well. Nothing was really overlooked.It was a good caption. I did a good job of describing what was going on in the scene.
182,12,COCO_train2014_000000299496.mp4,train,299496,1,My attention was on a different image— not the one I was supposed to be looking at.,"I described a scene completely different from the one presented—the bird in the birdhouse—mentioning scissors and a table that weren’t there. It was a bad, bad caption.","My attention was on a different image— not the one I was supposed to be looking at.I described a scene completely different from the one presented—the bird in the birdhouse—mentioning scissors and a table that weren’t there. It was a bad, bad caption."
183,12,COCO_train2014_000000318382.mp4,train,318382,0,My attention was where it needed to be to generate a good caption.,"It was a simple caption, but it more than sufficed to describe what was going on. The main idea of the picture was definitely conveyed.","My attention was where it needed to be to generate a good caption.It was a simple caption, but it more than sufficed to describe what was going on. The main idea of the picture was definitely conveyed."
184,12,COCO_train2014_000000332405.mp4,train,332405,0,"My attention was very focused on one person. It would have been better to consider other things in the picture, like who was in the background.","It was an okay caption, though somewhat insufficient. The main object of the scene was the man on the surfboard, and I covered that. But there was also someone sort of, sort of not clearly visible in the background, who probably deserved a mention in the caption.","My attention was very focused on one person. It would have been better to consider other things in the picture, like who was in the background.It was an okay caption, though somewhat insufficient. The main object of the scene was the man on the surfboard, and I covered that. But there was also someone sort of, sort of not clearly visible in the background, who probably deserved a mention in the caption."
185,12,COCO_train2014_000000356384.mp4,train,356384,1,My attention was too focused on only one of the two primary objects (people) in the picture. I should have taken in more of the scene.,"I should have mentioned two people in the caption, not just one.","My attention was too focused on only one of the two primary objects (people) in the picture. I should have taken in more of the scene.I should have mentioned two people in the caption, not just one."
186,12,COCO_train2014_000000401622.mp4,train,401622,1,"I let my attention drift into my imagination, supplying details that weren’t actually in the image. I should have focused on what was actually in front of me.","I mentioned a table that wasn't in the picture. It may have been a reasonable assumption that the vase was sitting on one, but it was an assumption nonetheless. Mentioning the vase and flowers was all that was needed.","I let my attention drift into my imagination, supplying details that weren’t actually in the image. I should have focused on what was actually in front of me.I mentioned a table that wasn't in the picture. It may have been a reasonable assumption that the vase was sitting on one, but it was an assumption nonetheless. Mentioning the vase and flowers was all that was needed."
187,12,COCO_train2014_000000438899.mp4,train,438899,1,"My attention was hyper-focused on one object (to the point of wrongly describing other objects), and I should have covered what else was going on in the scene.","My caption was poor because I mentioned objects that were not present in the scene. Also, there was a cup that was just as prominent as the dog and therefore should have been mentioned.","My attention was hyper-focused on one object (to the point of wrongly describing other objects), and I should have covered what else was going on in the scene.My caption was poor because I mentioned objects that were not present in the scene. Also, there was a cup that was just as prominent as the dog and therefore should have been mentioned."
188,12,COCO_train2014_000000529036.mp4,train,529036,1,"My attention was centered on only part of what was going on in the scene, and I would have done well to cover more of the action.","My caption was insufficient. There were two prominent people in the image, but I only mentioned one.","My attention was centered on only part of what was going on in the scene, and I would have done well to cover more of the action.My caption was insufficient. There were two prominent people in the image, but I only mentioned one."
189,12,COCO_val2014_000000109045.mp4,val,109045,0,I placed my attention over the entire image and took in what was going on in the scene.,I captioned the image well. My caption conveyed what was taking place in the picture.,I placed my attention over the entire image and took in what was going on in the scene.I captioned the image well. My caption conveyed what was taking place in the picture.
190,12,COCO_val2014_000000205333.mp4,val,205333,0,"My attention adequately focused on the main object of the scene. It would have been better to veer off into the background as well, though.","My caption was just barely adequate. I used the word ""group"" awkwardly, since that usually refers to more than two people. Also, there was a lot of background that I didn't mention, but I don't think that was really necessary.","My attention adequately focused on the main object of the scene. It would have been better to veer off into the background as well, though.My caption was just barely adequate. I used the word ""group"" awkwardly, since that usually refers to more than two people. Also, there was a lot of background that I didn't mention, but I don't think that was really necessary."
191,12,COCO_val2014_000000226967.mp4,val,226967,1,"My attention was too focused on one object in the scene, and I should have shifted it to other elements happening around it.","My attention was focused on one person, so I neglected two other important people in the scene. One of those people was especially crucial to any description of the scene, and my attention failed to take them in.","My attention was too focused on one object in the scene, and I should have shifted it to other elements happening around it.My attention was focused on one person, so I neglected two other important people in the scene. One of those people was especially crucial to any description of the scene, and my attention failed to take them in."
192,12,COCO_val2014_000000249785.mp4,val,249785,0,My attention adequately covered what was going on in the scene.,"My caption was adequate; it correctly described the main topic of the scene. There was a lot of picturesque background that could have been mentioned, but I don't think it was necessary.","My attention adequately covered what was going on in the scene.My caption was adequate; it correctly described the main topic of the scene. There was a lot of picturesque background that could have been mentioned, but I don't think it was necessary."
193,12,COCO_val2014_000000475879.mp4,val,475879,0,"My attention took in enough of the scene to make an okay caption. It may have been better to cover other things in the scene, but it wasn't crucial.",My caption was okay. It did its job. It covered the main focus of the scene. There were one or two objects in the background that maybe deserved a mention; but one could argue otherwise simply by the fact that they obviously weren't central.,"My attention took in enough of the scene to make an okay caption. It may have been better to cover other things in the scene, but it wasn't crucial.My caption was okay. It did its job. It covered the main focus of the scene. There were one or two objects in the background that maybe deserved a mention; but one could argue otherwise simply by the fact that they obviously weren't central."
194,12,COCO_val2014_000000478874.mp4,val,478874,0,My attention sufficiently covered what was going on in the scene.,"My caption was good. There were more objects in the scene, but they weren't prominent enough to be mentioned. The phrase ""in the bathroom"" covered that.","My attention sufficiently covered what was going on in the scene.My caption was good. There were more objects in the scene, but they weren't prominent enough to be mentioned. The phrase ""in the bathroom"" covered that."
195,12,COCO_val2014_000000522175.mp4,val,522175,0,My attention sufficiently took in what was mainly going on in the scene. It would have been better to also touch on some of the background elements.,"My caption was okay—it described the primary focus of the scene. However, the tractor in the background was somewhat prominent and maybe deserved some recognition.","My attention sufficiently took in what was mainly going on in the scene. It would have been better to also touch on some of the background elements.My caption was okay—it described the primary focus of the scene. However, the tractor in the background was somewhat prominent and maybe deserved some recognition."
